,Group1,res,method,operation,output,label,pattern,Group2,Group3,analysis,name,dec,rnd,disp
113,,0.126217917,Mth04_ContVar_Comp_Anova,Mth04_ContVar_Comp_Anova_1_pval,Out14-1-1,p-value,X.XXXX,,,An03_06_Height_Comp_ByTrt,Comparison of Height by Treatment,4,0.1262,0.1262
114,Placebo,86,Mth01_CatVar_Count_ByGrp,Mth01_CatVar_Count_ByGrp_1_n,Out14-3-1-1,n,(N=XX),,,An01_05_SAF_Summ_ByTrt,Summary of Subjects by Treatment,0,86,(N=86)
115,Xanomeline High Dose,84,Mth01_CatVar_Count_ByGrp,Mth01_CatVar_Count_ByGrp_1_n,Out14-3-1-1,n,(N=XX),,,An01_05_SAF_Summ_ByTrt,Summary of Subjects by Treatment,0,84,(N=84)
116,Xanomeline Low Dose,84,Mth01_CatVar_Count_ByGrp,Mth01_CatVar_Count_ByGrp_1_n,Out14-3-1-1,n,(N=XX),,,An01_05_SAF_Summ_ByTrt,Summary of Subjects by Treatment,0,84,(N=84)
117,Placebo,65,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,65,65
118,Xanomeline High Dose,76,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,76,76
119,Xanomeline Low Dose,77,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,77,77
120,Placebo,75.58139535,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,75.6,-75.6
121,Xanomeline High Dose,90.47619048,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,90.5,-90.5
122,Xanomeline Low Dose,91.66666667,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,91.7,-91.7
123,Placebo,43,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_02_RelTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE, by Treatment",1,43,43
124,Xanomeline High Dose,70,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_02_RelTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE, by Treatment",1,70,70
125,Xanomeline Low Dose,72,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_02_RelTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE, by Treatment",1,72,72
126,Placebo,50,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_02_RelTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE, by Treatment",1,50,-50
127,Xanomeline High Dose,83.33333333,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_02_RelTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE, by Treatment",1,83.3,-83.3
128,Xanomeline Low Dose,85.71428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_02_RelTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE, by Treatment",1,85.7,-85.7
129,Xanomeline High Dose,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_03_SerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Serious TEAE, by Treatment",1,2,2
130,Xanomeline Low Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_03_SerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Serious TEAE, by Treatment",1,1,1
131,Xanomeline High Dose,2.380952381,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_03_SerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Serious TEAE, by Treatment",1,2.4,-2.4
132,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_03_SerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Serious TEAE, by Treatment",1,1.2,-1.2
133,Placebo,43,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_04_RelSerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related Serious TEAE, by Treatment",1,43,43
134,Xanomeline High Dose,70,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_04_RelSerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related Serious TEAE, by Treatment",1,70,70
135,Xanomeline Low Dose,72,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_04_RelSerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related Serious TEAE, by Treatment",1,72,72
136,Placebo,50,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_04_RelSerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related Serious TEAE, by Treatment",1,50,-50
137,Xanomeline High Dose,83.33333333,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_04_RelSerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related Serious TEAE, by Treatment",1,83.3,-83.3
138,Xanomeline Low Dose,85.71428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_04_RelSerTEAE_Summ_ByTrt,"Summary of Subjects with At Least One Related Serious TEAE, by Treatment",1,85.7,-85.7
139,Placebo,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_05_TEAELd2Dth_Summ_ByTrt,"Summary of Subjects with At Least One TEAE Leading to Death, by Treatment",1,2,2
140,Xanomeline Low Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_05_TEAELd2Dth_Summ_ByTrt,"Summary of Subjects with At Least One TEAE Leading to Death, by Treatment",1,1,1
141,Placebo,2.325581395,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_05_TEAELd2Dth_Summ_ByTrt,"Summary of Subjects with At Least One TEAE Leading to Death, by Treatment",1,2.3,-2.3
142,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_05_TEAELd2Dth_Summ_ByTrt,"Summary of Subjects with At Least One TEAE Leading to Death, by Treatment",1,1.2,-1.2
143,Placebo,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_06_RelTEAELd2Dth_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE Leading to Death, by Treatment",1,2,2
144,Xanomeline Low Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-1-1,n,XXX,,,An07_06_RelTEAELd2Dth_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE Leading to Death, by Treatment",1,1,1
145,Placebo,2.325581395,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_06_RelTEAELd2Dth_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE Leading to Death, by Treatment",1,2.3,-2.3
146,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-1-1,%,( XX.X),,,An07_06_RelTEAELd2Dth_Summ_ByTrt,"Summary of Subjects with At Least One Related TEAE Leading to Death, by Treatment",1,1.2,-1.2
147,Placebo,86,Mth01_CatVar_Count_ByGrp,Mth01_CatVar_Count_ByGrp_1_n,Out14-3-2-1,n,(N=XX),,,An01_05_SAF_Summ_ByTrt,Summary of Subjects by Treatment,0,86,(N=86)
148,Xanomeline High Dose,84,Mth01_CatVar_Count_ByGrp,Mth01_CatVar_Count_ByGrp_1_n,Out14-3-2-1,n,(N=XX),,,An01_05_SAF_Summ_ByTrt,Summary of Subjects by Treatment,0,84,(N=84)
149,Xanomeline Low Dose,84,Mth01_CatVar_Count_ByGrp,Mth01_CatVar_Count_ByGrp_1_n,Out14-3-2-1,n,(N=XX),,,An01_05_SAF_Summ_ByTrt,Summary of Subjects by Treatment,0,84,(N=84)
150,Placebo,65,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,65,65
151,Xanomeline High Dose,76,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,76,76
152,Xanomeline Low Dose,77,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,77,77
153,Placebo,75.58139535,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,75.6,-75.6
154,Xanomeline High Dose,90.47619048,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,90.5,-90.5
155,Xanomeline Low Dose,91.66666667,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),,,An07_01_TEAE_Summ_ByTrt,"Summary of Subjects with At Least One TEAE, by Treatment",1,91.7,-91.7
156,,0.006533129,Mth05_CatVar_Comp_FishEx,Mth03_CatVar_Comp_FishEx_1_pval,Out14-3-2-1,p-value,X.XXXX,,,An07_01_TEAE_Comp_ByTrt_PlacLow,Comparison of Subjects with TEAEs by Treatment - Placebo vs Low Dose,4,0.0065,0.0065
157,,0.013637692,Mth05_CatVar_Comp_FishEx,Mth03_CatVar_Comp_FishEx_1_pval,Out14-3-2-1,p-value,X.XXXX,,,An07_01_TEAE_Comp_ByTrt_PlacHigh,Comparison of Subjects with TEAEs by Treatment - Placebo vs High Dose,4,0.0136,0.0136
158,Placebo,12,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,CARDIAC DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,12,12
159,Placebo,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,EAR AND LABYRINTH DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
160,Placebo,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,EYE DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,2,2
161,Placebo,17,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,GASTROINTESTINAL DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,17,17
162,Placebo,21,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,21,21
163,Placebo,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,HEPATOBILIARY DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
164,Placebo,16,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,INFECTIONS AND INFESTATIONS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,16,16
165,Placebo,4,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,4,4
166,Placebo,10,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,INVESTIGATIONS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,10,10
167,Placebo,6,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,METABOLISM AND NUTRITION DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,6,6
168,Placebo,4,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,4,4
169,Placebo,8,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,NERVOUS SYSTEM DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,8,8
170,Placebo,10,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,PSYCHIATRIC DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,10,10
171,Placebo,4,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,RENAL AND URINARY DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,4,4
172,Placebo,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,2,2
173,Placebo,8,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,8,8
174,Placebo,20,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,20,20
175,Placebo,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,SURGICAL AND MEDICAL PROCEDURES,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,2,2
176,Placebo,3,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,VASCULAR DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,3,3
177,Xanomeline High Dose,15,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,CARDIAC DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,15,15
178,Xanomeline High Dose,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,"CONGENITAL, FAMILIAL AND GENETIC DISORDERS",,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,2,2
179,Xanomeline High Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,EAR AND LABYRINTH DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
180,Xanomeline High Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,EYE DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
181,Xanomeline High Dose,20,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,GASTROINTESTINAL DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,20,20
182,Xanomeline High Dose,40,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,40,40
183,Xanomeline High Dose,13,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,INFECTIONS AND INFESTATIONS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,13,13
184,Xanomeline High Dose,5,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,5,5
185,Xanomeline High Dose,6,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,INVESTIGATIONS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,6,6
186,Xanomeline High Dose,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,METABOLISM AND NUTRITION DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,2,2
187,Xanomeline High Dose,7,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,7,7
188,Xanomeline High Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
189,Xanomeline High Dose,25,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,NERVOUS SYSTEM DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,25,25
190,Xanomeline High Dose,8,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,PSYCHIATRIC DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,8,8
191,Xanomeline High Dose,3,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,RENAL AND URINARY DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,3,3
192,Xanomeline High Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,REPRODUCTIVE SYSTEM AND BREAST DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
193,Xanomeline High Dose,10,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,10,10
194,Xanomeline High Dose,40,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,40,40
195,Xanomeline High Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,SOCIAL CIRCUMSTANCES,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
196,Xanomeline High Dose,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,SURGICAL AND MEDICAL PROCEDURES,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,2,2
197,Xanomeline High Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,VASCULAR DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
198,Xanomeline Low Dose,13,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,CARDIAC DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,13,13
199,Xanomeline Low Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,"CONGENITAL, FAMILIAL AND GENETIC DISORDERS",,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
200,Xanomeline Low Dose,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,EAR AND LABYRINTH DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,2,2
201,Xanomeline Low Dose,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,EYE DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,2,2
202,Xanomeline Low Dose,14,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,GASTROINTESTINAL DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,14,14
203,Xanomeline Low Dose,47,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,47,47
204,Xanomeline Low Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,IMMUNE SYSTEM DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
205,Xanomeline Low Dose,9,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,INFECTIONS AND INFESTATIONS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,9,9
206,Xanomeline Low Dose,5,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,5,5
207,Xanomeline Low Dose,6,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,INVESTIGATIONS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,6,6
208,Xanomeline Low Dose,1,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,METABOLISM AND NUTRITION DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,1,1
209,Xanomeline Low Dose,7,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,7,7
210,Xanomeline Low Dose,2,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_1_n,Out14-3-2-1,n,XXX,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",,An07_09_Soc_Summ_ByTrt,Summary of Subjects with TEAEs by Treatment and System Organ Class,1,2,2
